Part Number,Product Name,Description,Price 2025,Price 2024,Category,Subcategory,Product Line,Model Info,Parent Assembly,Vendor
,Standard Maxam,,2179.95,1804.00,Portable & Skids,MEDIA PLATFORM 4 X 4 PORTABLE VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Older Hussey models,,2643.60,2112.00,Portable & Skids,MEDIA PLATFORM 4 X 4 PORTABLE VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Other models,,2798.15,2266.00,Portable & Skids,MEDIA PLATFORM 4 X 4 PORTABLE VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Standard Maxam,,4135.20,3353.00,Other,MEDIA PLATFORM 4 X 8 SEMI- PERMANENT VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Older Hussey models,,4444.30,3660.00,Other,MEDIA PLATFORM 4 X 8 SEMI- PERMANENT VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Other models,,4707.95,3814.00,Other,MEDIA PLATFORM 4 X 8 SEMI- PERMANENT VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Standard Maxam,,2529.15,2076.00,Other,MEDIA PLATFORM 4 X 4 SEMI- PERMANENT VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Older Hussey models,,2838.25,2384.00,Other,MEDIA PLATFORM 4 X 4 SEMI- PERMANENT VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Other models,,3101.90,2537.00,Other,MEDIA PLATFORM 4 X 4 SEMI- PERMANENT VIDEO PLATFORM,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Black (standard no extra cost),,0.00,0.00,Rails & Steps,RAILS,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Other color,,700.00,700.00,Rails & Steps,RAILS,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,One rail sleeve 4 x 4 without logo,,853.60,747.00,Other,SLEEVED LOGO,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,One rail sleeve 4 x 4 with logo,,942.90,825.00,Other,SLEEVED LOGO,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,2 rail sleeve 4 x 8 without logo,,1121.45,982.00,Other,SLEEVED LOGO,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,2 rail sleeve 4 x 8 with logo,,1300.00,1138.00,Other,SLEEVED LOGO,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
,Only for 4 x 4,,1991.60,1482.00,Portable & Skids,CART,454 - Media Platform,"Questions that need to be answered when ordering or requesting a quote: 1) Bleacher Model? 2) Rise? 3) Row Spacing? 4) Permanent Platforms --- For top decks only 5) Portable Platforms --- Can not be used on the top deck. Only the tiers below the top deck. Two 4 x 4 can be joined together to make a 4 x 8 6) Color of rail? 7) Need colors for Sleeve? 8) Need Logo for sleeve? Other models include: Interkal, Erwin & Folding Bleacher Co.",,Hussey
2117096,Connectors (2 Per Connection),,113.35,,Hardware,CONNECTOR,454 - Media Platform,,Other Parts,Hussey
2112671,6T Support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 58""",128.50,80.85,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M058030,7T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 67 5/8""",308.15,220.40,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M021936,8T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 77 1/4""",336.55,241.25,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M018547,9T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 86 7/8""",365.10,259.75,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M060521,10T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 96 1/2""",387.35,275.85,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M015631,11T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 106 1/8""",393.25,281.40,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M037207,12T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 115 3/4""",393.80,281.80,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M060523,13T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 125 3/8""",498.70,359.05,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M060525,14T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 135""",567.70,406.80,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M056892,15T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 144 5/8""",654.40,468.85,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M060527,16T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 154 1/4""",611.45,437.25,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M060529,17T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 163 7/8""",603.45,431.55,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M060531,18T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 173 1/2""",628.55,449.05,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M060533,19T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 183 1/8""",831.75,603.60,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M060535,20T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 192 3/4""",881.80,638.40,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
M049810,21T support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 202 3/8""",926.00,668.80,Frames & Supports,"9 5/8"" RISE",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
2112671,5T Support,"Used for all models up to 26"" row spacing. From floor to bottom of deck 56 3/8""",128.50,80.85,Frames & Supports,"11 5/8"" rise",465 - Tuff Deck,"Using the work sheet enter total number of supports & attachments of each size sections to calculate total pricing. Installation note 1) These supports are designed to be used on the top full deck only. 2) These are designed for 22"" to 26"" row spacing. Labor estimate = 2 hours per section",Other Parts,Hussey
