Part Number,Product Name,Description,Price 2025,Price 2024,Category,Subcategory,Product Line,Model Info,Parent Assembly,Vendor
1000746,Hex nut 3/8,Riser anchor - Ramset (indoor),0.05,0.05,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
1000781,Lock washer 3/8,Riser anchor - Ramset (indoor),0.05,0.05,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
,Riser anchor - Ramset (outdoor),,2.85,2.20,Hardware,SKID HARDWARE,239 - Fusion,,,Hussey
2035581,Threaded rod 3/8 x 4 1/4 SS,Riser anchor - Ramset (outdoor),1.70,1.30,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
2114238,Anchor washer,Riser anchor - Ramset (outdoor),0.70,0.55,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
2035613,Hex nut 3/8 SS,Riser anchor - Ramset (outdoor),0.25,0.20,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
1016920,Lock washer 3/8 SS,Riser anchor - Ramset (outdoor),0.15,0.15,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
,Anchor with shim,,3.60,2.80,Hardware,SKID HARDWARE,239 - Fusion,,,Hussey
2035582,"Threaded rod 3/8 x 5"" SS",Anchor with shim,2.50,1.90,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
2114238,Anchor washer,Anchor with shim,0.70,0.55,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
2035613,Hex nut 3/8 SS,Anchor with shim,0.25,0.20,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
1016920,Lock washer 3/8 SS,Anchor with shim,0.15,0.15,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
2023443,"Adhesive 28 oz. (will do 88 - 3"")",,68.85,52.85,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
2124660,Nozzle (1 per adhesive),,6.85,4.45,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
2035707,3/8 brush (3 per adhesive),,7.75,5.95,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
2035705,Dispenser for 28 oz,,501.80,385.10,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
,Back mounting hardware (C.I. stanchion),,1.60,1.60,Hardware,SKID HARDWARE,239 - Fusion,,,Hussey
,Back mounting hardware for cupholder (C.I. stanchion),,1.60,1.60,Hardware,SKID HARDWARE,239 - Fusion,,,Hussey
,Seat mounting hardware (C.I. stanchion),,1.80,1.80,Hardware,SKID HARDWARE,239 - Fusion,,,Hussey
2088255,"MS 1/4 x 1 3/4"" PTH SS (back hardware for cupholders)",,0.40,0.30,Hardware,SKID HARDWARE,239 - Fusion,,Other Parts,Hussey
,Custom Color Fee,,1500.00,1000.00,Hardware,SKID HARDWARE,239 - Fusion,,,Hussey
Need Color,Plastic backs (outdoor - UV)(24 minimum)**,,60.85,41.35,Seating,BACKS,254 - Legend,,Other Parts,Hussey
,Plastic Seats,Go to the Fusion section for seats,,,Seating,SEATS,254 - Legend,,,Hussey
,Hinge Arm Assemblies,Go to the Fusion for hinge arm assemblies,,,Seating,SEAT HINGE ARM ASSEMBLIES,254 - Legend,,,Hussey
Need Color,Floor mount - end with row letter (outdoor),,99.50,67.40,Stanchions,CAST IRON STANDARDS,254 - Legend,,Other Parts,Hussey
Need Color,Floor mount - end w/letter & bolt on logo (outdoor),,150.30,75.00,Stanchions,CAST IRON STANDARDS,254 - Legend,,Other Parts,Hussey
1054606,"Std. seat numbers / row letters (#1 - #99, a-z)",,2.30,1.70,Other,MISC. PARTS,254 - Legend,Standard font available at the time of the order for seat numbers and row letters ($667.00 Minimum on all Plate Orders),Other Parts,Hussey
2081069,each rivet,,0.05,0.05,Other,MISC. PARTS,254 - Legend,Standard font available at the time of the order for seat numbers and row letters ($667.00 Minimum on all Plate Orders),Other Parts,Hussey
,Back mounting hardware (outdoor),,1.60,1.60,Other,MISC. PARTS,254 - Legend,"included (4) per back, see exploded chair assembly drawing for quantity of seat & back hardware req'd per chair",,Hussey
2088255,"******(T) MS1/4"" x 1 3/4",Back mounting hardware (outdoor),0.30,0.30,Other,MISC. PARTS,254 - Legend,see exploded chair assembly drawing for quantity of seat & back hardware req'd per chair,Other Parts,Hussey
1038034,"******(U) 1/4"" flange nut",Back mounting hardware (outdoor),0.10,0.10,Other,MISC. PARTS,254 - Legend,see exploded chair assembly drawing for quantity of seat & back hardware req'd per chair,Other Parts,Hussey
,Back mounting hardware (outdoor) with cupholder,,1.80,1.80,Other,MISC. PARTS,254 - Legend,"included (4) per back, see exploded chair assembly drawing for quantity of seat & back hardware req'd per chair",,Hussey
1038385,"******(JJ) MS 1/4"" x 2""",Back mounting hardware (outdoor) with cupholder,0.35,0.35,Other,MISC. PARTS,254 - Legend,"included (4) per back, see exploded chair assembly drawing for quantity of seat & back hardware req'd per chair",Other Parts,Hussey
1038034,"******(U) 1/4"" flange nut",Back mounting hardware (outdoor) with cupholder,0.10,0.10,Other,MISC. PARTS,254 - Legend,"included (4) per back, see exploded chair assembly drawing for quantity of seat & back hardware req'd per chair",Other Parts,Hussey
1038385,"MS 1/4 x 2"" PTH SS (back hardware for cupholder)",Each,0.35,0.35,Other,MISC. PARTS,254 - Legend,"included (4) per back, see exploded chair assembly drawing for quantity of seat & back hardware req'd per chair",Other Parts,Hussey
,Custom Color Fee,,1500.00,10000.00,Other,MISC. PARTS,254 - Legend,,,Hussey
,Backs,Replace the whole row with Fusion,,,Seating,BACKS,267 - Medallion,,,Hussey
,Seats,Replace the whole row with Fusion,,,Seating,SEATS,267 - Medallion,,,Hussey
,Per pair (outdoor),,86.00,78.60,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,,Hussey
Need color,Hinge arm assembly - RH,,43.00,39.30,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
Need color,Hinge arm assembly - LH,,43.00,39.30,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
Need color,Hinge arms - RH,,21.25,21.05,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
Need color,Hinge arms - LH,,21.25,21.05,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
Need color,Hinge arm bracket - RH,,20.50,14.65,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
Need color,Hinge arm bracket - LH,,20.50,14.65,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
2043432,Hinge arm push-on washer,,0.35,0.25,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
1029276,Flat washer,,0.10,0.10,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
2171607,Bushing,,0.20,0.20,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
1009247,Hinge arm springs - RH assy (Yellow),,2.35,0.85,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
1011177,Hinge arm springs - LH assy ( Red),,2.35,0.85,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
1016223,Hinge arm screw (bolt hinge arm to plastic seat),,0.25,0.20,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
2101695,Hinge arm washer (bolt hinge arm to plastic seat),,0.05,0.05,Seating,SEAT HINGE ARM REPLACEMENTS,267 - Medallion,,Other Parts,Hussey
,Cast Iron Standards,Replace the whole row with Fusion,,,Stanchions,CAST IRON STANDARDS,267 - Medallion,,,Hussey
,"Std. Seat numbers / row letters (#1 - #99, a-z)",($667.00 Minimum on All Plate Orders),,6.70,Other,MISC. PARTS,267 - Medallion,,,Hussey
,Seat mounting hardware (outdoor),,1.90,1.90,Other,MISC. PARTS,267 - Medallion,,,Hussey
2084474,*****(B) MS 5/16 x 1 1/2,Seat mounting hardware (outdoor),1.20,0.75,Other,MISC. PARTS,267 - Medallion,,Other Parts,Hussey
1025861,*****(D) 5/16 Flange nut,Seat mounting hardware (outdoor),0.70,0.15,Other,MISC. PARTS,267 - Medallion,,Other Parts,Hussey
1029770,Security strap,,0.85,0.65,Other,MISC. PARTS,267 - Medallion,,Other Parts,Hussey
,Backs,Use Fusion backs,,,Seating,BACKS,292 - Olympiad,,,Hussey
,Seats,Use Fusion seats,,,Seating,SEATS,292 - Olympiad,,,Hussey
,Hinge Arms,Use Fusion hinge arms,,,Seating,SEAT HINGE ARM ASSEMBLIES,292 - Olympiad,,,Hussey
,Stanchions,Use Fusion stanchions,,,Stanchions,STANCHIONS,292 - Olympiad,,,Hussey
,"Std. seat numbers / row letters (#1 - 99, A - Z)",,,,Other,MISC. PARTS,292 - Olympiad,Standard font available at the time of the order for seat numbers and row letters ($667.00 Minimum on all Plate Orders),,Hussey
2081069,rivet,,0.05,0.05,Other,MISC. PARTS,292 - Olympiad,Standard font available at the time of the order for seat numbers and row letters ($667.00 Minimum on all Plate Orders),Other Parts,Hussey
1001086,brad,,0.15,0.10,Other,MISC. PARTS,292 - Olympiad,Standard font available at the time of the order for seat numbers and row letters ($667.00 Minimum on all Plate Orders),Other Parts,Hussey
,Cupholders,Please refer to Fusion section,,,Seating,CUPHOLDERS,292 - Olympiad,,,Hussey
,Skids,Please refer to Fusion section,,,Portable & Skids,SKIDS,292 - Olympiad,,,Hussey
,Anchors,Please refer to Fusion section,,,Hardware,ANCHORS,292 - Olympiad,,,Hussey
,Back mounting hardware (steel stanchion),Includes 4 per back,1.40,1.40,Hardware,ANCHORS,292 - Olympiad,,,Hussey
,Seat mounting hardware (steel stanchion),Includes 2 per seat,0.60,0.60,Hardware,ANCHORS,292 - Olympiad,,,Hussey
,Wing hardware (steel stanchion) per wing,Includes 2 per wing,0.60,0.60,Hardware,ANCHORS,292 - Olympiad,,,Hussey
,Back mounting hardware (C.I. stanchion),Includes 4 per back,1.40,1.40,Hardware,ANCHORS,292 - Olympiad,,,Hussey
,Back mounting hardware for cupholder (C.I. stanchion) Includes 4 per back,,1.80,1.80,Hardware,ANCHORS,292 - Olympiad,,,Hussey
,Seat mounting hardware (C.I. stanchion),Includes 2 per seat,1.70,1.70,Hardware,ANCHORS,292 - Olympiad,,,Hussey
1038385,"MS 1/4 x 2"" PTH SS (back hardware for cupholders) Each",,0.45,0.35,Hardware,ANCHORS,292 - Olympiad,,Other Parts,Hussey
1029770,Security strap (outdoor),Each,0.85,0.65,Hardware,ANCHORS,292 - Olympiad,,Other Parts,Hussey
,Plastic seat & plastic back,,97.50,99.60,Seating,CHAIRS,298 - Metro,,,Hussey
,Plastic seat & padded back,,116.00,88.85,Seating,CHAIRS,298 - Metro,,,Hussey
,Padded seat & plastic back,,132.70,101.65,Seating,CHAIRS,298 - Metro,,,Hussey
,Padded seat & padded back,,150.45,115.25,Seating,CHAIRS,298 - Metro,,,Hussey
,Upholstered seat & plastic back,,153.95,117.90,Seating,CHAIRS,298 - Metro,,,Hussey
,Upholstered seat & padded back,,171.70,131.45,Seating,CHAIRS,298 - Metro,,,Hussey
,Add for fire barrier,Upholstered seat & padded back,9.50,9.50,Seating,CHAIRS,298 - Metro,,,Hussey
2085456,Clamp back,,1.10,0.85,Seating,CHAIRS,298 - Metro,,Other Parts,Hussey
2098666,Screw M8 x 1.25 x 45mm,,0.45,0.35,Seating,CHAIRS,298 - Metro,,Other Parts,Hussey
Q000503,Nut M8,,0.05,0.15,Seating,CHAIRS,298 - Metro,,Other Parts,Hussey
2098667,Plate,,0.20,0.15,Seating,CHAIRS,298 - Metro,,Other Parts,Hussey
2092608,"""Z"" riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - Before Feb. 2010,212.75,162.95,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092609,"""Z"" riser, Int.",Semi-auto fold down mechanism - Before Feb. 2011,70.50,54.00,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092604,"Sq. riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - Before Feb. 2013,212.75,162.95,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092605,"Sq. riser, Int.",Semi-auto fold down mechanism - Before Feb. 2014,70.50,54.00,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092597,"Maxam plus riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - Before Feb. 2016,212.75,162.95,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092598,"Maxam plus riser, Int.",Semi-auto fold down mechanism - Before Feb. 2017,70.50,54.00,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2113248,"""Z"" riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,213.30,163.35,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2113249,"""Z"" riser, Int.",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,71.05,54.40,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2113250,"Sq. riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,213.30,163.35,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2113251,"Sq. riser, Int.",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,71.05,54.40,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2113252,"Maxam plus riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,213.30,163.35,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2113253,"Maxam plus riser, Int.",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,71.05,54.40,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092601,"""Sq. & Maxam plus"" riser, RH",Manual fold down mechanism w/unlock lever -Before Feb. 2010,46.10,35.30,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092600,"""Sq. & Maxam plus"" riser, LH",Manual fold down mechanism w/unlock lever -Before Feb. 2011,46.10,35.30,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092612,"""Z"" riser, RH",Manual fold down mechanism w/unlock lever -Before Feb. 2012,46.10,35.30,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092611,"""Z"" riser, LH",Manual fold down mechanism w/unlock lever -Before Feb. 2013,46.10,35.30,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2114698,"""Sq. & Maxam plus"" riser, RH",Manual fold down mechanism w/unlock lever - Manual fold down mechanism w/unlock lever,53.00,45.10,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2114699,"""Sq. & Maxam plus"" riser, LH",Manual fold down mechanism w/unlock lever - Manual fold down mechanism w/unlock lever,53.00,45.10,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2114700,"""Z"" riser, RH",Manual fold down mechanism w/unlock lever - Manual fold down mechanism w/unlock lever,53.50,45.50,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2114701,"""Z"" riser, LH",Manual fold down mechanism w/unlock lever - Manual fold down mechanism w/unlock lever,53.50,45.50,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2091656,Clamp Lower Supt.,,2.10,1.60,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2087133,Screw M8 x 1.25 x 20mm,,0.20,0.15,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2094951,Washer M8,,0.15,0.15,Other,MECHANISMS,298 - Metro,,Other Parts,Hussey
2092743,1' -6 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",33.80,25.90,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2092841,4' -2 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",67.55,51.75,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2092890,8' -3 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",133.70,102.40,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2095190,11' -9 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",190.40,145.80,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2092704,16' -8 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",270.10,206.85,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2092733,19' -11 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",322.80,247.20,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2092798,23' -6 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",380.85,291.65,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2092816,25' -10 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",418.65,320.60,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2099541,1' -4,Unlock bar : Manual,3.15,2.40,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2099542,1'-10,Unlock bar : Manual,4.80,3.70,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2099543,2' -8,Unlock bar : Manual,6.95,5.30,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2099544,2'-10,Unlock bar : Manual,7.45,5.70,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2099545,3' -8,Unlock bar : Manual,9.80,7.50,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2099546,4' -7,Unlock bar : Manual,12.55,9.60,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2099547,5' -8,Unlock bar : Manual,15.60,11.95,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Color needed,Plastic (arm cap),"Armrest assemblies: (includes: arm cast, arm molding, arm cap)",32.90,25.20,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Color needed,Wood (arm cap),"Armrest assemblies: (includes: arm cast, arm molding, arm cap)",45.30,34.70,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Color needed,Arm molding,,7.35,5.60,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Color needed,Arm molding cupholders,,26.95,20.65,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Color needed,Arm cap - plastic,,0.95,0.70,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Color needed,Arm cap - wood,,4.15,3.20,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Color needed,Plastic (arm cap),"Cupholder Armrest assembly: (included: cupholder, arm molding, arm cap)",15.80,12.10,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Color needed,Wood (arm cap),"Cupholder Armrest assembly: (included: cupholder, arm molding, arm cap)",19.55,15.00,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000524,Screw M3.9 x 13mmm,Screw to hold armrest to cast alum stanchion,0.05,0.05,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000544,Screw M3.9 x 16mmm,Screw to hold arm cap to arm molding - 2 per armrest,0.05,0.05,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2085458,Armrest lower clamp,,0.90,0.70,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000503,Armrest lower nut,,0.05,0.15,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2088776,Screw M8 x 1.25 x 30mm,,0.30,0.10,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2092910,Beam end caps RH,,0.30,0.25,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2092909,Beam end caps LH,,0.30,0.25,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096215,Joint shaft connector,,4.50,3.45,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096200,"Joint shaft 16""",,1.50,1.15,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096203,"Joint shaft 22""",,4.00,3.05,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096204,"Joint shaft 34""",,5.15,3.95,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096207,"Joint shaft 44""",,8.40,6.40,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2146864,Lift Assist Handle,,10.00,7.70,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2098177,Large Tablet assy RH,,173.00,132.45,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2098178,Large Tablet assy LH,,173.00,132.45,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096220,"Dust covers 16""",,20.75,15.90,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096226,"Dust covers 22""",,26.65,20.40,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096230,"Dust covers 34""",,41.65,31.90,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2096469,"Dust covers 44""",,52.60,40.25,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2093739,Riser mount fixed support (color: only Platinum),,34.85,26.70,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2088645,Floor mount fixed support (color: only Platinum),,34.85,26.70,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000550,Std. Seat Numbers (#1-99) - Stick on,,1.45,1.45,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2093734,Std. Row Letters (a-z) - Stick on,,1.05,1.05,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000597,Alum. Seat Numbers (#1-99),,1.15,1.15,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000598,Alum. Row Letters (a-z),,1.15,1.15,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000925,Alum. Rivet,,0.05,0.05,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000940,Ecolglo seat number,,3.70,3.45,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
Q000941,Ecolglo row letter,,3.70,3.45,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2081082,pop rivet,Ecolglo row letter,0.20,0.20,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2117907,Floor mount anchors,,2.25,2.00,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
1042330,"Lock washer 1/4""",Floor mount anchors,0.05,0.05,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
1032778,"Flat washer 1/4""",Floor mount anchors,0.05,0.05,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
,Riser anchor - ramset (indoor),,0.00,,Other,MISC. PARTS,298 - Metro,,,Hussey
2050828,Threaded rod 1/2 x 4 1/4,Riser anchor - ramset (indoor),7.20,5.45,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2067877,Anchor washer,Riser anchor - ramset (indoor),0.10,0.10,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
1000753,Hex nut 1/2,Riser anchor - ramset (indoor),0.20,0.20,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
1000786,Lock washer 1/2,Riser anchor - ramset (indoor),0.15,0.15,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2124658,"Adhesive 28 oz. (will do 88 - 3"" holes)",,68.85,68.85,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2124660,Nozzle (1 per adhesive),,6.85,5.80,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2035707,3/8 brush (3 per adhesive),,116.85,7.75,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
2035705,dispenser for 28 oz.,,501.80,501.80,Other,MISC. PARTS,298 - Metro,,Other Parts,Hussey
,Custom Color Fee,,1500.00,1000.00,Other,MISC. PARTS,298 - Metro,,,Hussey
1,End rail repair Kit (1per deck),"End rail repair Kit (1per deck). This kit includes one rail, one backer plate, one tie strap and all the attaching Hardware",321.00,250.00,Rails & Steps,END RAIL,321 - Omni End Rail - 26,"Omni Rail Worksheet- M100, M2000,M2400, R026",Other Parts,Hussey
4121549,Top rail std (no filler),"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",498.00,290.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 12""-13""; M2400 = 10""- 13.75""; RO26 = 10""- 13.25""",321 - Omni End Rail - 26,"Omni Rail Worksheet- M100, M2000,M2400, R026",Other Parts,Hussey
4121859,11.25 cl. to cl.,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",683.00,396.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 13.25""-17"", M2400 = 14""- 17.75"", RO26 = 13.5""- 17.25""",321 - Omni End Rail - 26,"Omni Rail Worksheet- M100, M2000,M2400, R026",Other Parts,Hussey
4121911,15.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",690.00,401.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 17.25""-21"", M2400 = 18""- 21.75"", RO26 = 17.5""- 21.25""",321 - Omni End Rail - 26,"Omni Rail Worksheet- M100, M2000,M2400, R026",Other Parts,Hussey
4121559,19.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",698.00,405.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 21.25""-25"", M2400 = 22""- 25.75"", RO26 = 21.5""- 25.25""",321 - Omni End Rail - 26,"Omni Rail Worksheet- M100, M2000,M2400, R026",Other Parts,Hussey
4121657,23.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",705.00,409.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 25.25""-29"", M2400 = 26""- 29.75"", RO26 = 25.5""- 29.25""",321 - Omni End Rail - 26,"Omni Rail Worksheet- M100, M2000,M2400, R026",Other Parts,Hussey
4121509,27.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",348.00,261.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M2000 = 29.25""-33"", M2400 = 30""- 33.75"", RO26 = 29.5""- 33.25""",321 - Omni End Rail - 26,"Omni Rail Worksheet- M100, M2000,M2400, R026",Other Parts,Hussey
1,End rail repair Kit (1per deck),"End rail repair Kit (1per deck), This kit includes one rail, one backer plate, one tie strap and all the attaching hardware",499.00,298.00,Rails & Steps,END RAIL,322 - Omni End Rail - 33,"Omni End Rail Work Sheet - M300, M3000, R033",Other Parts,Hussey
4121549,Top rail std (no filler),"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall. M300, M3000 & RO33",498.00,290.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M300 = 12""-13"", M3000 = 10""- 13.75"", RO33 = 10""- 13.25""",322 - Omni End Rail - 33,"Omni End Rail Work Sheet - M300, M3000, R033",Other Parts,Hussey
4121859,11.25 cl. to cl.,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall. M300, M3000 & RO33",683.00,396.00,Rails & Steps,"TOP RAIL STD (NO FILLER); M300 = 13.25""-17"", M3000 = 14""- 17.75"", RO33 = 13.5""- 17.25""",322 - Omni End Rail - 33,"Omni End Rail Work Sheet - M300, M3000, R033",Other Parts,Hussey
