Product Name,Product Description,Part #,Price2025,Price2024,Price2023,Price2022,Quantity,Spec 1,Spec 2,Spec 3,Color (picklist?)
Padded seat & plastic back,,,$132.70,$101.65,$101.65,$101.65,,298 - Metro,CHAIRS,,"ALL PRICES BASED ON: Standard Fabric Standard Enamel Standard Plastic Color STANDARD COLORS: 983 Black
050 Grey
289 Dark Blue
301 Blue
627 Legend Green. 268 Purple
194 Red
187 Bright Red
116 Bright Yellow
123 Marigold          504 Burgundy
156 Tan
125 Gold
452 Sand
000 White      Platinum
Titanium
Graphite
411 Slate"
Padded seat & padded back,,,$150.45,$115.25,$115.25,$115.25,,298 - Metro,CHAIRS,,"ALL PRICES BASED ON: Standard Fabric Standard Enamel Standard Plastic Color STANDARD COLORS: 983 Black
050 Grey
289 Dark Blue
301 Blue
627 Legend Green. 268 Purple
194 Red
187 Bright Red
116 Bright Yellow
123 Marigold          504 Burgundy
156 Tan
125 Gold
452 Sand
000 White      Platinum
Titanium
Graphite
411 Slate"
Upholstered seat & plastic back,,,$153.95,$117.90,$117.90,$117.90,,298 - Metro,CHAIRS,,"ALL PRICES BASED ON: Standard Fabric Standard Enamel Standard Plastic Color STANDARD COLORS: 983 Black
050 Grey
289 Dark Blue
301 Blue
627 Legend Green. 268 Purple
194 Red
187 Bright Red
116 Bright Yellow
123 Marigold          504 Burgundy
156 Tan
125 Gold
452 Sand
000 White      Platinum
Titanium
Graphite
411 Slate"
Upholstered seat & padded back,,,$171.70,$131.45,$131.45,$131.45,,298 - Metro,CHAIRS,,"ALL PRICES BASED ON: Standard Fabric Standard Enamel Standard Plastic Color STANDARD COLORS: 983 Black
050 Grey
289 Dark Blue
301 Blue
627 Legend Green. 268 Purple
194 Red
187 Bright Red
116 Bright Yellow
123 Marigold          504 Burgundy
156 Tan
125 Gold
452 Sand
000 White      Platinum
Titanium
Graphite
411 Slate"
        Add for fire barrier,Upholstered seat & padded back,,$9.50,$9.50,$9.50,$9.50,,298 - Metro,CHAIRS,,"ALL PRICES BASED ON: Standard Fabric Standard Enamel Standard Plastic Color STANDARD COLORS: 983 Black
050 Grey
289 Dark Blue
301 Blue
627 Legend Green. 268 Purple
194 Red
187 Bright Red
116 Bright Yellow
123 Marigold          504 Burgundy
156 Tan
125 Gold
452 Sand
000 White      Platinum
Titanium
Graphite
411 Slate"
Clamp back,,2085456,$1.10,$0.85,$0.85,$0.85,,298 - Metro,CHAIRS,,
Screw M8 x 1.25 x 45mm,,2098666,$0.45,$0.35,$0.35,$0.35,,298 - Metro,CHAIRS,,
Nut M8,,Q000503,$0.05,$0.15,$0.15,$0.15,,298 - Metro,CHAIRS,,
Plate,,2098667,$0.20,$0.15,$0.15,$0.15,,298 - Metro,CHAIRS,,
"       ""Z"" riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - Before Feb. 2010,2092608,$212.75,$162.95,$162.95,$162.95,,298 - Metro,MECHANISMS,,
"       ""Z"" riser, Int.",Semi-auto fold down mechanism - Before Feb. 2011,2092609,$70.50,$54.00,$54.00,$54.00,,298 - Metro,MECHANISMS,,
"       Sq. riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - Before Feb. 2013,2092604,$212.75,$162.95,$162.95,$162.95,,298 - Metro,MECHANISMS,,
"       Sq. riser, Int.",Semi-auto fold down mechanism - Before Feb. 2014,2092605,$70.50,$54.00,$54.00,$54.00,,298 - Metro,MECHANISMS,,
"       Maxam plus riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - Before Feb. 2016,2092597,$212.75,$162.95,$162.95,$162.95,,298 - Metro,MECHANISMS,,
"       Maxam plus riser, Int.",Semi-auto fold down mechanism - Before Feb. 2017,2092598,$70.50,$54.00,$54.00,$54.00,,298 - Metro,MECHANISMS,,
"       ""Z"" riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,2113248,$213.30,$163.35,$163.35,$163.35,,298 - Metro,MECHANISMS,,
"       ""Z"" riser, Int.",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,2113249,$71.05,$54.40,$54.40,$54.40,,298 - Metro,MECHANISMS,,
"       Sq. riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,2113250,$213.30,$163.35,$163.35,$163.35,,298 - Metro,MECHANISMS,,
"       Sq. riser, Int.",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,2113251,$71.05,$54.40,$54.40,$54.40,,298 - Metro,MECHANISMS,,
"       Maxam plus riser, RH & LH (sold in pairs only)",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,2113252,$213.30,$163.35,$163.35,$163.35,,298 - Metro,MECHANISMS,,
"       Maxam plus riser, Int.",Semi-auto fold down mechanism - After Feb. 2010 Enhanced Comfort,2113253,$71.05,$54.40,$54.40,$54.40,,298 - Metro,MECHANISMS,,
"      ""Sq. & Maxam plus"" riser, RH",Manual fold down mechanism w/unlock lever -Before Feb. 2010  ,2092601,$46.10,$35.30,$35.30,$35.30,,298 - Metro,MECHANISMS,,
"      ""Sq. & Maxam plus"" riser, LH",Manual fold down mechanism w/unlock lever -Before Feb. 2011,2092600,$46.10,$35.30,$35.30,$35.30,,298 - Metro,MECHANISMS,,
"      ""Z"" riser, RH",Manual fold down mechanism w/unlock lever -Before Feb. 2012,2092612,$46.10,$35.30,$35.30,$35.30,,298 - Metro,MECHANISMS,,
"      ""Z"" riser, LH",Manual fold down mechanism w/unlock lever -Before Feb. 2013,2092611,$46.10,$35.30,$35.30,$35.30,,298 - Metro,MECHANISMS,,
"      ""Sq. & Maxam plus"" riser, RH",Manual fold down mechanism w/unlock lever  - Manual fold down mechanism w/unlock lever ,2114698,$53.00,$45.10,$45.10,$45.10,,298 - Metro,MECHANISMS,,
"      ""Sq. & Maxam plus"" riser, LH",Manual fold down mechanism w/unlock lever  - Manual fold down mechanism w/unlock lever ,2114699,$53.00,$45.10,$45.10,$45.10,,298 - Metro,MECHANISMS,,
"      ""Z"" riser, RH",Manual fold down mechanism w/unlock lever  - Manual fold down mechanism w/unlock lever ,2114700,$53.50,$45.50,$45.50,$45.50,,298 - Metro,MECHANISMS,,
"      ""Z"" riser, LH",Manual fold down mechanism w/unlock lever  - Manual fold down mechanism w/unlock lever ,2114701,$53.50,$45.50,$45.50,$45.50,,298 - Metro,MECHANISMS,,
Clamp Lower Supt.,,2091656,$2.10,$1.60,$1.60,$1.60,,298 - Metro,MECHANISMS,,
Screw M8 x 1.25 x 20mm,,2087133,$0.20,$0.15,$0.15,$0.15,,298 - Metro,MECHANISMS,,
Washer M8,,2094951,$0.15,$0.15,$0.15,$0.15,,298 - Metro,MECHANISMS,,
      1' -6   aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",2092743,$33.80,$25.90,$25.90,$25.90,,298 - Metro,MISC. PARTS,,
      4' -2   aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",2092841,$67.55,$51.75,$51.75,$51.75,,298 - Metro,MISC. PARTS,,
      8' -3   aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",2092890,$133.70,$102.40,$102.40,$102.40,,298 - Metro,MISC. PARTS,,
    11' -9   aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",2095190,$190.40,$145.80,$145.80,$145.80,,298 - Metro,MISC. PARTS,,
    16' -8   aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",2092704,$270.10,$206.85,$206.85,$206.85,,298 - Metro,MISC. PARTS,,
    19' -11 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",2092733,$322.80,$247.20,$247.20,$247.20,,298 - Metro,MISC. PARTS,,
    23' -6   aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",2092798,$380.85,$291.65,$291.65,$291.65,,298 - Metro,MISC. PARTS,,
    25' -10 aluminum beam,"Aluminum beam (in 1"" increments) - (some sizes shown -not all)",2092816,$418.65,$320.60,$320.60,$320.60,,298 - Metro,MISC. PARTS,,
      1' -4 ,Unlock bar : Manual,2099541,$3.15,$2.40,$2.40,$2.40,,298 - Metro,MISC. PARTS,,
      1'-10,Unlock bar : Manual,2099542,$4.80,$3.70,$3.70,$3.70,,298 - Metro,MISC. PARTS,,
      2' -8,Unlock bar : Manual,2099543,$6.95,$5.30,$5.30,$5.30,,298 - Metro,MISC. PARTS,,
      2'-10,Unlock bar : Manual,2099544,$7.45,$5.70,$5.70,$5.70,,298 - Metro,MISC. PARTS,,
      3' -8,Unlock bar : Manual,2099545,$9.80,$7.50,$7.50,$7.50,,298 - Metro,MISC. PARTS,,
      4' -7,Unlock bar : Manual,2099546,$12.55,$9.60,$9.60,$9.60,,298 - Metro,MISC. PARTS,,
      5' -8,Unlock bar : Manual,2099547,$15.60,$11.95,$11.95,$11.95,,298 - Metro,MISC. PARTS,,
       Plastic (arm cap),"Armrest assemblies: (includes: arm cast, arm molding, arm cap)",Color needed,$32.90,$25.20,$25.20,$25.20,,298 - Metro,MISC. PARTS,,
       Wood (arm cap),"Armrest assemblies: (includes: arm cast, arm molding, arm cap)",Color needed,$45.30,$34.70,$34.70,$34.70,,298 - Metro,MISC. PARTS,,
Arm molding,,Color needed,$7.35,$5.60,$5.60,$5.60,,298 - Metro,MISC. PARTS,,
Arm molding cupholders,,Color needed,$26.95,$20.65,$20.65,$20.65,,298 - Metro,MISC. PARTS,,
Arm cap - plastic,,Color needed,$0.95,$0.70,$0.70,$0.70,,298 - Metro,MISC. PARTS,,
Arm cap - wood,,Color needed,$4.15,$3.20,$3.20,$3.20,,298 - Metro,MISC. PARTS,,
       Plastic (arm cap),"Cupholder Armrest assembly: (included: cupholder, arm molding, arm cap)",Color needed,$15.80,$12.10,$12.10,$12.10,,298 - Metro,MISC. PARTS,,
       Wood (arm cap),"Cupholder Armrest assembly: (included: cupholder, arm molding, arm cap)",Color needed,$19.55,$15.00,$15.00,$15.00,,298 - Metro,MISC. PARTS,,
       Screw M3.9 x 13mmm,Screw to hold armrest to cast alum stanchion,Q000524,$0.05,$0.05,$0.05,$0.05,,298 - Metro,MISC. PARTS,,
       Screw M3.9 x 16mmm,Screw to hold arm cap to arm molding - 2 per armrest,Q000544,$0.05,$0.05,$0.05,$0.05,,298 - Metro,MISC. PARTS,,
Armrest lower clamp,,2085458,$0.90,$0.70,$0.70,$0.70,,298 - Metro,MISC. PARTS,,
Armrest lower nut,,Q000503,$0.05,$0.15,$0.15,$0.15,,298 - Metro,MISC. PARTS,,
Screw M8 x 1.25 x 30mm,,2088776,$0.30,$0.10,$0.10,$0.10,,298 - Metro,MISC. PARTS,,
Beam end caps RH,,2092910,$0.30,$0.25,$0.25,$0.25,,298 - Metro,MISC. PARTS,,
Beam end caps LH,,2092909,$0.30,$0.25,$0.25,$0.25,,298 - Metro,MISC. PARTS,,
Joint shaft connector,,2096215,$4.50,$3.45,$3.45,$3.45,,298 - Metro,MISC. PARTS,,
"Joint shaft 16""",,2096200,$1.50,$1.15,$1.15,$1.15,,298 - Metro,MISC. PARTS,,
"Joint shaft 22""",,2096203,$4.00,$3.05,$3.05,$3.05,,298 - Metro,MISC. PARTS,,
"Joint shaft 34""",,2096204,$5.15,$3.95,$3.95,$3.95,,298 - Metro,MISC. PARTS,,
"Joint shaft 44""",,2096207,$8.40,$6.40,$6.40,$6.40,,298 - Metro,MISC. PARTS,,
Lift Assist Handle,,2146864,$10.00,$7.70,$7.70,$7.70,,298 - Metro,MISC. PARTS,,
Large Tablet assy RH,,2098177,$173.00,$132.45,$132.45,$132.45,,298 - Metro,MISC. PARTS,,
Large Tablet assy LH,,2098178,$173.00,$132.45,$132.45,$132.45,,298 - Metro,MISC. PARTS,,
"Dust covers 16""",,2096220,$20.75,$15.90,$15.90,$15.90,,298 - Metro,MISC. PARTS,,
"Dust covers 22""",,2096226,$26.65,$20.40,$20.40,$20.40,,298 - Metro,MISC. PARTS,,
"Dust covers 34""",,2096230,$41.65,$31.90,$31.90,$31.90,,298 - Metro,MISC. PARTS,,
"Dust covers 44""",,2096469,$52.60,$40.25,$40.25,$40.25,,298 - Metro,MISC. PARTS,,
Riser mount fixed support (color: only Platinum),,2093739,$34.85,$26.70,$26.70,$26.70,,298 - Metro,MISC. PARTS,,
Floor mount fixed support (color: only Platinum),,2088645,$34.85,$26.70,$26.70,$26.70,,298 - Metro,MISC. PARTS,,
Std. Seat Numbers (#1-99) - Stick on,,Q000550,$1.45,$1.45,$1.45,$0.75,,298 - Metro,MISC. PARTS,,
Std. Row Letters (a-z) - Stick on,,2093734,$1.05,$1.05,$1.05,$1.05,,298 - Metro,MISC. PARTS,,
Alum. Seat Numbers (#1-99),,Q000597,$1.15,$1.15,$1.15,$1.00,,298 - Metro,MISC. PARTS,,
Alum. Row Letters (a-z),,Q000598,$1.15,$1.15,$1.15,$1.00,,298 - Metro,MISC. PARTS,,
Alum. Rivet,,Q000925,$0.05,$0.05,$0.05,$0.05,,298 - Metro,MISC. PARTS,,
Ecolglo seat number,,Q000940,$3.70,$3.45,$3.45,$3.45,,298 - Metro,MISC. PARTS,,
Ecolglo row letter,,Q000941,$3.70,$3.45,$3.45,$3.45,,298 - Metro,MISC. PARTS,,
     pop rivet,Ecolglo row letter,2081082,$0.20,$0.20,$0.20,$0.20,,298 - Metro,MISC. PARTS,,
Floor mount anchors,,2117907,$2.25,$2.00,$2.00,$1.65,,298 - Metro,MISC. PARTS,,
"            Lock washer 1/4""",Floor mount anchors,1042330,$0.05,$0.05,$0.05,$0.05,,298 - Metro,MISC. PARTS,,
"            Flat washer 1/4""",Floor mount anchors,1032778,$0.05,$0.05,$0.05,$0.05,,298 - Metro,MISC. PARTS,,
Riser anchor - ramset (indoor),,,$0.00,,$10.45,$10.35,,298 - Metro,MISC. PARTS,,
       Threaded rod 1/2 x 4 1/4,Riser anchor - ramset (indoor),2050828,$7.20,$5.45,$5.45,$5.45,,298 - Metro,MISC. PARTS,,
       Anchor washer,Riser anchor - ramset (indoor),2067877,$0.10,$0.10,$0.10,$0.10,,298 - Metro,MISC. PARTS,,
       Hex nut 1/2,Riser anchor - ramset (indoor),1000753,$0.20,$0.20,$0.20,$0.15,,298 - Metro,MISC. PARTS,,
       Lock washer 1/2,Riser anchor - ramset (indoor),1000786,$0.15,$0.15,$0.15,$0.15,,298 - Metro,MISC. PARTS,,
"Adhesive 28 oz. (will do 88 - 3"" holes)",,2124658,$68.85,$68.85,$68.85,$68.85,,298 - Metro,MISC. PARTS,,
Nozzle (1 per adhesive),,2124660,$6.85,$5.80,$5.80,$9.15,,298 - Metro,MISC. PARTS,,
3/8 brush (3 per adhesive),,2035707,$116.85,$7.75,$7.75,$7.15,,298 - Metro,MISC. PARTS,,
dispenser for 28 oz.,,2035705,$501.80,$501.80,$501.80,$501.80,,298 - Metro,MISC. PARTS,,
Custom Color Fee,,,"$1,500.00","$1,000.00","$1,000.00","$1,000.00",,298 - Metro,MISC. PARTS,,
End rail repair Kit (1per deck),"End rail repair Kit (1per deck). This kit includes one rail, one backer plate, one tie strap and all the attaching Hardware",1,$321.00,$250.00,$222.00,$204.00,1,321 - Omni End Rail - 26,END RAIL,"Omni Rail Worksheet- M100, M2000,M2400, R026",
Top rail std (no filler),"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",4121549,$498.00,$290.00,$259.00,$172.55,,321 - Omni End Rail - 26,"TOP RAIL STD (NO FILLER); M2000 = 12""-13""; M2400 = 10""- 13.75""; RO26 = 10""- 13.25""","Omni Rail Worksheet- M100, M2000,M2400, R026",
11.25 cl. to cl. ,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",4121859,$683.00,$396.00,$351.00,$336.00,,321 - Omni End Rail - 26,"TOP RAIL STD (NO FILLER); M2000 = 13.25""-17"", M2400 = 14""- 17.75"", RO26 = 13.5""- 17.25""","Omni Rail Worksheet- M100, M2000,M2400, R026",
15.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",4121911,$690.00,$401.00,$355.00,$340.00,,321 - Omni End Rail - 26,"TOP RAIL STD (NO FILLER); M2000 = 17.25""-21"", M2400 = 18""- 21.75"", RO26 = 17.5""- 21.25""","Omni Rail Worksheet- M100, M2000,M2400, R026",
19.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",4121559,$698.00,$405.00,$359.00,$345.00,,321 - Omni End Rail - 26,"TOP RAIL STD (NO FILLER); M2000 = 21.25""-25"", M2400 = 22""- 25.75"", RO26 = 21.5""- 25.25""","Omni Rail Worksheet- M100, M2000,M2400, R026",
23.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",4121657,$705.00,$409.00,$363.00,$350.00,,321 - Omni End Rail - 26,"TOP RAIL STD (NO FILLER); M2000 = 25.25""-29"", M2400 = 26""- 29.75"", RO26 = 25.5""- 29.25""","Omni Rail Worksheet- M100, M2000,M2400, R026",
27.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. M2000, M2400 & RO26",4121509,$348.00,$261.00,$252.00,$120.70,,321 - Omni End Rail - 26,"TOP RAIL STD (NO FILLER); M2000 = 29.25""-33"", M2400 = 30""- 33.75"", RO26 = 29.5""- 33.25""","Omni Rail Worksheet- M100, M2000,M2400, R026",
End rail repair Kit (1per deck),"End rail repair Kit (1per deck), This kit includes one rail, one backer plate, one tie strap and all the attaching hardware",1,$499.00,$298.00,$262.00,$251.00,,322 - Omni End Rail - 33,END RAIL,"Omni End Rail Work Sheet - M300, M3000, R033",
Top rail std (no filler),"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall.   M300, M3000 & RO33",4121549,$498.00,$290.00,$259.00,$172.55,,322 - Omni End Rail - 33,"TOP RAIL STD (NO FILLER); M300 = 12""-13"", M3000 = 10""- 13.75"", RO33 = 10""- 13.25""","Omni End Rail Work Sheet - M300, M3000, R033",
11.25 cl. to cl. ,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall.   M300, M3000 & RO33",4121859,$683.00,$396.00,$351.00,$336.00,,322 - Omni End Rail - 33,"TOP RAIL STD (NO FILLER); M300 = 13.25""-17"", M3000 = 14""- 17.75"", RO33 = 13.5""- 17.25""","Omni End Rail Work Sheet - M300, M3000, R033",
15.25 cl. to cl,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall.   M300, M3000 & RO33",4121911,$690.00,$401.00,$355.00,$340.00,,322 - Omni End Rail - 33,"TOP RAIL STD (NO FILLER); M300 = 17.25""-21"", M3000 = 18""- 21.75"", RO33 = 17.5""- 21.25""","Omni End Rail Work Sheet - M300, M3000, R033",
19.25 cl. to cl,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall.   M300, M3000 & RO33",4121559,$698.00,$405.00,$359.00,$345.00,,322 - Omni End Rail - 33,"TOP RAIL STD (NO FILLER); M300 = 21.25""-25"", M3000 = 22""- 25.75"", RO33 = 21.5""- 25.25""","Omni End Rail Work Sheet - M300, M3000, R033",
23.25 cl. to cl,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall.   M300, M3000 & RO33",4121657,$705.00,$409.00,$363.00,$350.00,,322 - Omni End Rail - 33,"TOP RAIL STD (NO FILLER); M300 = 25.25""-29"", M3000 = 26""- 29.75"", RO33 = 25.5""- 29.25""","Omni End Rail Work Sheet - M300, M3000, R033",
27.25 cl. to cl,"Rails include: rail, clamps & hardware, Note: Dimensions are from nose to wall.   M300, M3000 & RO33",4121509,$348.00,$261.00,$252.00,$120.70,,322 - Omni End Rail - 33,"TOP RAIL STD (NO FILLER); M300 = 29.25""-33"", M3000 = 30""- 33.75"", RO33 = 29.5""- 33.25""","Omni End Rail Work Sheet - M300, M3000, R033",
E-Z fit intermediate end rail,"E-Z fit intermediate end rail. Included: rail, tie strap & hardware",,$329.80,$252.65,$226.40,$223.40,,333 - E-Z Fit Rail - RO26,E-Z Fit Rail ,E-Z Fit Rail   M2000 / M2400 / RO26,
Top rail std (no filler),"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall.         M2000, M2400 & RO26",4121549,$387.50,$289.95,$259.00,$172.55,,333 - E-Z Fit Rail - RO26,"TOP RAIL STD (NO FILLER); M2000 = 12""- 15.75"", M2400 = (12.5""- 16.25 WS) (13.75""- 17.25"" CC), RO26 = (11""- 14.5"" WS) (12"" - 15.5"" CC)",E-Z Fit Rail   M2000 / M2400 / RO26,
11.25 cl. to cl. ,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall.         M2000, M2400 & RO26",4121859,$531.25,$396.25,$351.00,$336.00,,333 - E-Z Fit Rail - RO26,"TOP RAIL STD (NO FILLER); M2000 = 16""- 19.75"", M2400 = (16.5""- 20.25 WS) (17.75""- 21.25"" CC), RO26 = (14.75""- 18.5"" WS) (16"" - 19.5"" CC)",E-Z Fit Rail   M2000 / M2400 / RO26,
15.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall.         M2000, M2400 & RO26",4121911,$536.90,$400.60,$355.00,$340.00,,333 - E-Z Fit Rail - RO26,"TOP RAIL STD (NO FILLER); M2000 = 20""- 23.75"", M2400 = (20.5""- 24.25 WS) (21.5""- 25.25"" CC), RO26 = (18.75""- 22.5"" WS) (20"" - 23.5"" CC) ",E-Z Fit Rail   M2000 / M2400 / RO26,
19.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall.         M2000, M2400 & RO26",4121559,$542.55,$404.90,$359.00,$345.00,,333 - E-Z Fit Rail - RO26,"TOP RAIL STD (NO FILLER); M2000 = 24""- 27.75"", M2400 = (24.5""- 28.25 WS) (25.5""- 29.25"" CC), RO26 = (22.75""- 26.5"" WS) (24"" - 27.5"" CC) ",E-Z Fit Rail   M2000 / M2400 / RO26,
23.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall.         M2000, M2400 & RO26",4121657,$548.20,$409.25,$363.00,$350.00,,333 - E-Z Fit Rail - RO26,"TOP RAIL STD (NO FILLER); M2000 = 28""- 31.75"", M2400 = (28.5""- 32.25 WS) (29.5""-33.25"" CC), RO26 = (26.75""- 30.5"" WS) (28"" - 31.5"" CC)",E-Z Fit Rail   M2000 / M2400 / RO26,
27.25 cl. to cl,"Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall.         M2000, M2400 & RO26",4121509,$270.95,$260.50,$252.00,$120.70,,333 - E-Z Fit Rail - RO26,"TOP RAIL STD (NO FILLER); M2000 = 32""- 35.75"", M2400 = (32.5""- 36.25 WS) (33.5""-37.25"" CC), RO26 = (30.75""- 34.5"" WS) (32"" - 35.5"" CC)",E-Z Fit Rail   M2000 / M2400 / RO26,
E-Z fit intermediate end rail,"E-Z fit intermediate end rail Included: rail, tie strap & hardware",,$617.95,$457.10,$405.45,$372.50,,334- E-Z Fit Rail RO33,E-Z Fit Rail ,"E-Z Fit Rail,  RO33 & MX3 ",
Top rail std (no filler),"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",4121549,$387.50,$289.95,$259.00,$172.55,,334- E-Z Fit Rail RO33,"TOP RAIL STD (NO FILLER); RO33 = (11""- 14.5"" WS) (12"" - 15.5"" CC)","E-Z Fit Rail,  RO33 & MX3",
11.25 cl. to cl. ,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",4121859,$531.25,$396.25,$351.00,$336.00,,334- E-Z Fit Rail RO33,"TOP RAIL STD (NO FILLER); RO33 = (14.75""- 18.5"" WS) (16"" - 19.5"" CC)","E-Z Fit Rail,  RO33 & MX3",
15.25 cl. to cl,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",4121911,$536.90,$400.60,$355.00,$340.00,,334- E-Z Fit Rail RO33,"TOP RAIL STD (NO FILLER); RO33 = (18.75""- 22.5"" WS) (20"" - 23.5"" CC)","E-Z Fit Rail,  RO33 & MX3",
19.25 cl. to cl,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",4121559,$524.55,$404.90,$359.00,$345.00,,334- E-Z Fit Rail RO33,"TOP RAIL STD (NO FILLER); RO33 = (22.75""- 26.5"" WS) (24"" - 27.5"" CC)","E-Z Fit Rail,  RO33 & MX3",
23.25 cl. to cl,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",4121657,$548.20,$409.25,$363.00,$350.00,,334- E-Z Fit Rail RO33,"TOP RAIL STD (NO FILLER); RO33 = (26.75""- 30.5"" WS) (28"" - 31.5"" CC)","E-Z Fit Rail,  RO33 & MX3",
27.25 cl. to cl,"Top Rail Rails include: rail, clamps & hardware. Note: Dimensions are from nose to wall. RO33 & MX3",4121509,$348.35,$260.50,$252.00,$120.70,,334- E-Z Fit Rail RO33,"TOP RAIL STD (NO FILLER); RO33 = (30.75""- 34.5"" WS) (32"" - 35.5"" CC)","E-Z Fit Rail,  RO33 & MX3",
Understructure Kit,"2'-9 ADA End Cutout Used for R026,M2000 M2400 & M100, (models w/o nose)",2104896,$877.65,$638.55,$638.55,$638.55,,354 - 2-9 ADA,"M100, M200, M2000 ",,
Rail Kit,"2'-9 ADA End Cutout Used for R026,M2000 M2400 & M100, (models w/o nose)",2104897,"$1,068.85",$756.60,$663.85,$599.10,,354 - 2-9 ADA,"M100, M200, M2000",,
Complete kit (understructure & rail),"2'-9 ADA End Cutout Used for R026,M2000 M2400 & M100, (models w/o nose)",*********,"$1,946.50","$1,395.15","$1,302.40","$1,254.85",,354 - 2-9 ADA,"M100, M200, M2000",,
Understructure Kit,M2400 & R026 Models w/ nose,2104896,$877.65,$638.55,$638.55,$638.55,,354 - 2-9 ADA,M2400 & R026,,
Rail Kit,M2400 & R026 Models w/ nose,2104899,"$1,098.85",$777.85,$683.35,$623.75,,354 - 2-9 ADA,M2400 & R026,,
Complete kit (understructure & rail),M2400 & R026 Models w/ nose,**********,"$1,976.50","$1,416.40","$1,321.90","$1,262.25",,354 - 2-9 ADA,M2400 & R026,,
Understructure Kit,M300 & M3000 (models w/o nose),2104900,$933.20,$638.55,$655.80,$655.80,,354 - 2-9 ADA,M300 & M3000,,
Rail Kit,M300 & M3000 (models w/o nose),2104897,"$1,068.85",$777.85,$663.85,$599.10,,354 - 2-9 ADA,M300 & M3000,,
Complete kit (understructure & rail),M300 & M3000 (models w/o nose),**********,"$2,002.05","$1,416.40","$1,319.65","$1,254.85",,354 - 2-9 ADA,M300 & M3000,,
Understructure Kit,R033 (models w/ nose),2104900,$933.20,$667.50,$655.80,$655.80,,354 - 2-9 ADA,R033,,
Rail Kit,R033 (models w/ nose),2104899,"$1,098.85",$777.85,$683.35,$623.75,,354 - 2-9 ADA,R033,,
Complete kit (understructure & rail),R033 (models w/ nose),**********,"$2,032.00","$1,445.35","$1,339.15","$1,279.50",,354 - 2-9 ADA,R033,,
Understructure Kit,"5'-6 ADA at section joints Used for R026,M2000 M2400  Schedule (2) rail kits per 5'-6 ADA",2105755,"$2,965.35","$2,101.00","$2,085.10","$2,085.10",,355 - 5-6 ADA, M2400 & R026,,
Rail Kit - Wood seat or Courtside (2 per),"5'-6 ADA at section joints Used for R026,M2000 M2400  Schedule (2) rail kits per 5'-6 ADA",2104897,"$1,068.85",$756.60,$663.85,$599.10,2,355 - 5-6 ADA,M2400 & R026,,
